,DATE,STATION,NAME,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,TARGET
1443,2010-01-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.37,0.0,0.0,0.0,43.0,25.0,160.0,160.0,12.1,13.0,46.0
1444,2010-01-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,46.0,23.0,210.0,220.0,16.1,21.0,58.0
1445,2010-01-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,58.0,26.0,190.0,190.0,13.0,14.1,54.0
1446,2010-01-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,54.0,29.0,160.0,210.0,14.1,15.0,53.0
1447,2010-01-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.04,0.0,0.0,0.0,53.0,28.0,240.0,220.0,15.0,17.9,43.0
1448,2010-01-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,43.0,26.0,210.0,290.0,13.0,15.0,35.0
1449,2010-01-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.71,0.0,0.0,0.0,35.0,23.0,200.0,210.0,14.1,17.0,44.0
1450,2010-01-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,44.0,19.0,170.0,170.0,16.1,17.9,56.0
1451,2010-01-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,56.0,25.0,310.0,320.0,23.0,28.0,46.0
1452,2010-01-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,46.0,27.0,270.0,210.0,17.0,30.0,40.0
1453,2010-01-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,40.0,23.0,320.0,330.0,25.1,31.1,38.0
1454,2010-01-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,38.0,16.0,140.0,140.0,19.9,23.0,43.0
1455,2010-01-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,43.0,18.0,90.0,100.0,17.9,21.9,40.0
1456,2010-01-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.02,0.0,0.0,40.0,20.0,70.0,60.0,15.0,19.9,32.0
1457,2010-01-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.2,0.0,32.0,21.0,130.0,110.0,15.0,17.9,44.0
1458,2010-01-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",3.13,0.0,0.0,0.0,44.0,17.0,210.0,10.0,6.9,8.9,50.0
1459,2010-01-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,50.0,18.0,100.0,100.0,14.1,16.1,38.0
1460,2010-01-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,38.0,20.0,330.0,330.0,16.1,19.9,47.0
1461,2010-02-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,47.0,20.0,140.0,210.0,17.9,34.9,48.0
1462,2010-02-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,48.0,18.0,220.0,230.0,17.9,21.9,48.0
1463,2010-02-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,48.0,28.0,120.0,190.0,17.0,21.0,48.0
1464,2010-02-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,48.0,26.0,310.0,310.0,25.1,31.1,46.0
1465,2010-02-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,46.0,21.0,110.0,100.0,14.1,19.9,47.0
1466,2010-02-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,47.0,24.0,100.0,270.0,14.1,17.0,31.0
1467,2010-02-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.59,0.08,0.2,0.0,31.0,24.0,80.0,20.0,14.1,25.1,26.0
1468,2010-02-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.02,1.0,0.0,26.0,10.0,50.0,50.0,21.0,25.1,31.0
1469,2010-02-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.0,0.0,1.0,31.0,-1.0,310.0,320.0,12.1,14.1,44.0
1470,2010-02-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.82,0.0,0.0,0.0,44.0,12.0,230.0,230.0,12.1,13.0,43.0
1471,2010-02-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,43.0,19.0,70.0,340.0,16.1,31.1,47.0
1472,2010-02-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,47.0,21.0,240.0,270.0,15.0,17.9,50.0
1473,2010-02-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,50.0,25.0,40.0,360.0,19.9,28.0,27.0
1474,2010-02-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.02,1.1,1.0,27.0,5.0,30.0,30.0,25.1,29.1,35.0
1475,2010-02-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.59,0.0,0.0,0.0,35.0,8.0,230.0,230.0,14.1,15.0,40.0
1476,2010-02-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.82,0.0,0.0,0.0,40.0,14.0,200.0,200.0,13.0,13.0,46.0
1477,2010-02-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.0,0.0,0.0,46.0,19.0,200.0,230.0,12.1,15.0,43.0
1478,2010-02-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.06,0.7,0.0,43.0,21.0,360.0,360.0,25.1,31.1,27.0
1479,2010-02-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.04,0.9,1.0,27.0,19.0,100.0,350.0,12.1,23.9,27.0
1480,2010-02-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.01,0.4,1.0,27.0,21.0,30.0,20.0,14.1,15.0,21.0
1481,2010-02-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.03,1.3,1.0,21.0,12.0,30.0,20.0,13.0,14.1,24.0
1482,2010-02-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",4.7,0.02,0.2,2.0,24.0,11.0,230.0,230.0,13.0,14.1,37.0
1483,2010-02-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,2.0,37.0,13.0,120.0,220.0,17.0,21.0,50.0
1484,2010-02-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,1.0,50.0,22.0,360.0,210.0,17.9,23.9,44.0
1485,2010-02-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,1.0,44.0,29.0,360.0,360.0,21.9,25.9,46.0
1486,2010-02-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,46.0,25.0,330.0,280.0,14.1,21.9,52.0
1487,2010-02-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,52.0,25.0,130.0,130.0,21.0,25.1,36.0
1488,2010-02-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.02,0.0,0.0,36.0,28.0,300.0,300.0,17.9,21.0,43.0
1489,2010-03-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",4.47,0.0,0.1,0.0,43.0,27.0,30.0,340.0,14.1,21.0,56.0
1490,2010-03-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,56.0,29.0,210.0,210.0,15.0,19.9,58.0
1491,2010-03-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,58.0,29.0,180.0,180.0,14.1,16.1,57.0
1492,2010-03-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,57.0,30.0,190.0,190.0,17.0,21.0,48.0
1493,2010-03-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,48.0,30.0,280.0,280.0,17.9,23.0,55.0
1494,2010-03-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,55.0,25.0,70.0,70.0,21.9,25.1,54.0
1495,2010-03-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,54.0,26.0,30.0,340.0,14.1,23.9,45.0
1496,2010-03-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.02,0.0,0.0,45.0,34.0,30.0,30.0,30.0,38.0,55.0
1497,2010-03-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.99,0.0,0.0,0.0,55.0,33.0,360.0,20.0,32.0,40.0,45.0
1498,2010-03-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,45.0,25.0,30.0,30.0,21.0,25.1,48.0
1499,2010-03-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.54,0.0,0.0,0.0,48.0,22.0,350.0,10.0,38.0,47.0,56.0
1500,2010-03-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,56.0,25.0,40.0,10.0,25.1,31.1,61.0
1501,2010-03-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,61.0,24.0,120.0,120.0,21.9,28.0,44.0
1502,2010-03-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.04,0.2,0.0,44.0,27.0,20.0,10.0,23.0,28.0,51.0
1503,2010-03-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",3.36,0.0,0.0,0.0,51.0,29.0,10.0,10.0,10.1,14.1,63.0
1504,2010-03-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,63.0,29.0,20.0,30.0,17.9,23.9,69.0
1505,2010-03-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,69.0,36.0,210.0,240.0,16.1,28.0,65.0
1506,2010-03-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,65.0,34.0,10.0,20.0,28.0,33.1,34.0
1507,2010-03-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.65,0.11,1.7,0.0,34.0,22.0,10.0,10.0,25.9,33.1,37.0
1508,2010-03-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.59,0.0,0.0,1.0,37.0,13.0,200.0,200.0,15.0,17.0,60.0
1509,2010-03-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,60.0,26.0,210.0,320.0,17.0,25.1,66.0
1510,2010-03-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,66.0,37.0,60.0,30.0,19.9,29.1,51.0
1511,2010-03-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.76,0.61,8.0,0.0,51.0,28.0,10.0,10.0,34.9,40.0,35.0
1512,2010-03-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.01,2.8,8.0,35.0,25.0,10.0,360.0,21.9,25.1,42.0
1513,2010-03-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,6.0,42.0,15.0,210.0,170.0,17.0,19.9,44.0
1514,2010-03-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.01,0.0,3.0,44.0,28.0,350.0,350.0,21.9,28.0,47.0
1515,2010-03-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",21.25,0.0,0.0,0.0,47.0,30.0,350.0,360.0,34.9,42.9,60.0
1516,2010-03-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,60.0,31.0,220.0,210.0,19.9,23.0,69.0
1517,2010-03-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,69.0,39.0,200.0,60.0,17.0,25.1,82.0
1518,2010-03-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,82.0,39.0,260.0,260.0,28.0,34.9,59.0
1519,2010-03-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,59.0,35.0,70.0,40.0,25.1,31.1,64.0
1520,2010-04-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,64.0,32.0,20.0,20.0,31.1,36.0,46.0
1521,2010-04-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,46.0,26.0,340.0,10.0,25.1,31.1,59.0
1522,2010-04-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.65,0.0,0.0,0.0,59.0,27.0,280.0,270.0,34.9,46.1,61.0
1523,2010-04-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,61.0,29.0,140.0,140.0,25.9,31.1,71.0
1524,2010-04-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,71.0,30.0,220.0,210.0,31.1,40.9,49.0
1525,2010-04-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.66,0.06,0.0,0.0,49.0,31.0,280.0,270.0,36.0,44.1,49.0
1526,2010-04-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.06,0.5,1.0,49.0,30.0,360.0,360.0,28.0,32.0,65.0
1527,2010-04-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,65.0,28.0,150.0,150.0,16.1,21.0,69.0
1528,2010-04-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,69.0,32.0,140.0,130.0,28.0,34.9,57.0
1529,2010-04-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,57.0,29.0,340.0,340.0,21.9,25.1,75.0
1530,2010-04-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,75.0,32.0,190.0,190.0,21.0,25.9,77.0
1531,2010-04-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",17.0,0.0,0.0,0.0,77.0,42.0,170.0,170.0,40.0,53.0,69.0
1532,2010-04-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",21.92,0.0,0.0,0.0,69.0,39.0,270.0,270.0,44.1,53.0,69.0
1533,2010-04-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.42,0.0,0.0,0.0,69.0,32.0,150.0,140.0,28.0,36.0,66.0
1534,2010-04-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,66.0,41.0,70.0,70.0,17.9,25.9,58.0
1535,2010-04-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.63,0.0,0.0,0.0,58.0,33.0,150.0,140.0,23.0,29.1,56.0
1536,2010-04-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.06,0.0,0.0,56.0,36.0,210.0,210.0,21.9,25.9,67.0
1537,2010-04-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,67.0,36.0,190.0,200.0,19.9,21.9,71.0
1538,2010-04-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,71.0,42.0,160.0,170.0,23.9,29.1,59.0
1539,2010-04-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,59.0,39.0,350.0,320.0,14.1,21.0,66.0
1540,2010-04-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.3,0.0,0.0,66.0,40.0,130.0,130.0,29.1,36.0,61.0
1541,2010-04-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.87,0.0,0.0,61.0,42.0,250.0,280.0,31.1,38.9,47.0
1542,2010-04-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",22.82,1.09,0.0,0.0,47.0,35.0,350.0,340.0,40.9,53.9,55.0
1543,2010-04-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.69,0.05,0.0,0.0,55.0,36.0,340.0,340.0,38.9,49.0,63.0
1544,2010-04-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.02,0.0,0.0,63.0,33.0,10.0,20.0,28.0,33.1,53.0
1545,2010-04-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,53.0,32.0,20.0,20.0,19.9,21.9,69.0
1546,2010-04-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,69.0,29.0,180.0,170.0,28.0,33.1,79.0
1547,2010-04-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",17.9,0.0,0.0,0.0,79.0,40.0,230.0,240.0,38.0,48.1,48.0
1548,2010-04-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,48.0,34.0,290.0,280.0,23.0,30.0,52.0
1549,2010-04-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,52.0,29.0,20.0,20.0,28.0,32.0,56.0
1550,2010-05-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,56.0,28.0,160.0,160.0,21.0,23.9,55.0
1551,2010-05-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,55.0,31.0,330.0,320.0,28.0,33.1,66.0
1552,2010-05-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.42,0.0,0.0,0.0,66.0,35.0,300.0,290.0,29.1,33.1,75.0
1553,2010-05-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",18.57,0.0,0.0,0.0,75.0,40.0,280.0,250.0,36.0,46.1,65.0
1554,2010-05-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.46,0.0,0.0,0.0,65.0,37.0,110.0,130.0,31.1,38.0,58.0
1555,2010-05-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.42,0.01,0.0,0.0,58.0,36.0,20.0,10.0,29.1,34.9,53.0
1556,2010-05-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,53.0,29.0,70.0,30.0,17.0,23.0,63.0
1557,2010-05-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.08,0.0,0.0,0.0,63.0,28.0,180.0,130.0,25.1,32.0,73.0
1558,2010-05-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,73.0,36.0,300.0,290.0,17.9,23.0,67.0
1559,2010-05-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,67.0,38.0,300.0,300.0,29.1,36.9,52.0
1560,2010-05-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.98,0.0,0.0,52.0,32.0,80.0,80.0,29.1,34.9,40.0
1561,2010-05-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.06,1.3,1.0,40.0,31.0,350.0,350.0,15.0,17.9,53.0
1562,2010-05-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",3.58,0.02,0.0,0.0,53.0,30.0,100.0,340.0,13.0,19.9,61.0
1563,2010-05-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.09,0.0,0.0,61.0,39.0,160.0,170.0,25.1,29.1,62.0
1564,2010-05-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,62.0,36.0,40.0,290.0,21.0,25.9,66.0
1565,2010-05-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,66.0,37.0,10.0,20.0,16.1,23.0,74.0
1566,2010-05-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,74.0,43.0,150.0,140.0,23.9,40.0,73.0
1567,2010-05-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.27,0.0,0.0,73.0,46.0,360.0,360.0,31.1,38.0,68.0
1568,2010-05-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.08,0.0,0.0,68.0,41.0,270.0,280.0,36.0,45.0,67.0
1569,2010-05-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,67.0,46.0,130.0,130.0,17.9,21.9,78.0
1570,2010-05-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,78.0,48.0,150.0,150.0,30.0,45.0,88.0
1571,2010-05-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",18.79,0.0,0.0,0.0,88.0,42.0,230.0,230.0,38.9,51.9,74.0
1572,2010-05-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,74.0,40.0,140.0,140.0,28.0,36.9,74.0
1573,2010-05-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",21.92,0.0,0.0,0.0,74.0,38.0,220.0,220.0,51.9,64.0,69.0
1574,2010-05-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.42,0.0,0.0,0.0,69.0,37.0,90.0,120.0,25.1,32.0,77.0
1575,2010-05-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",16.78,0.01,0.0,0.0,77.0,50.0,160.0,150.0,36.9,48.1,88.0
1576,2010-05-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,88.0,56.0,170.0,150.0,25.9,36.0,90.0
1577,2010-05-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",17.0,0.0,0.0,0.0,90.0,57.0,160.0,160.0,28.0,34.9,78.0
1578,2010-05-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.21,0.0,0.0,0.0,78.0,50.0,360.0,360.0,31.1,40.0,72.0
1579,2010-05-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,72.0,46.0,130.0,150.0,23.9,31.1,81.0
1580,2010-05-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,81.0,49.0,120.0,120.0,17.0,23.9,84.0
1581,2010-06-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,84.0,48.0,50.0,50.0,21.9,25.9,79.0
1582,2010-06-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,79.0,50.0,180.0,170.0,19.9,23.9,84.0
1583,2010-06-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,84.0,53.0,200.0,200.0,17.9,23.0,93.0
1584,2010-06-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,93.0,53.0,240.0,340.0,17.9,21.9,85.0
1585,2010-06-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,85.0,54.0,90.0,110.0,19.9,25.1,92.0
1586,2010-06-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,92.0,55.0,180.0,170.0,21.9,30.0,94.0
1587,2010-06-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,94.0,58.0,50.0,90.0,23.9,34.9,80.0
1588,2010-06-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,80.0,57.0,80.0,170.0,21.0,29.1,86.0
1589,2010-06-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,86.0,54.0,160.0,130.0,21.9,30.0,82.0
1590,2010-06-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.01,0.0,0.0,82.0,58.0,330.0,330.0,28.0,36.9,77.0
1591,2010-06-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.69,0.0,0.0,77.0,49.0,340.0,340.0,29.1,34.9,52.0
1592,2010-06-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.65,0.0,0.0,52.0,47.0,20.0,20.0,21.9,28.0,57.0
1593,2010-06-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.24,0.0,0.0,57.0,48.0,330.0,340.0,17.0,21.0,67.0
1594,2010-06-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,67.0,47.0,40.0,100.0,19.9,32.0,79.0
1595,2010-06-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,79.0,50.0,220.0,210.0,17.0,21.9,89.0
1596,2010-06-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,89.0,55.0,170.0,160.0,25.9,36.0,86.0
1597,2010-06-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,86.0,52.0,180.0,180.0,21.9,29.1,86.0
1598,2010-06-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,86.0,47.0,60.0,60.0,25.9,33.1,87.0
1599,2010-06-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,87.0,55.0,130.0,130.0,25.1,32.0,80.0
1600,2010-06-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,80.0,55.0,40.0,50.0,17.9,28.0,89.0
1601,2010-06-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,89.0,56.0,20.0,360.0,36.0,46.1,91.0
1602,2010-06-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,91.0,54.0,20.0,10.0,25.9,36.9,80.0
1603,2010-06-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,80.0,47.0,100.0,120.0,17.0,31.1,95.0
1604,2010-06-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,95.0,54.0,170.0,170.0,23.0,30.0,99.0
1605,2010-06-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,99.0,63.0,230.0,230.0,33.1,45.0,90.0
