DATE,STATION,NAME,PRCP,SNOW,SNWD,TMAX,TMIN,TARGET
2009-07-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,56.0,91.0
2009-07-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,58.0,89.0
2009-07-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,58.0,86.0
2009-07-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,60.0,86.0
2009-07-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,60.0,92.0
2009-07-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,92.0,60.0,92.0
2009-07-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.4,0.0,0.0,92.0,57.0,80.0
2009-07-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,58.0,90.0
2009-07-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,58.0,94.0
2009-07-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,61.0,98.0
2009-07-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,63.0,81.0
2009-07-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.55,0.0,0.0,81.0,62.0,80.0
2009-07-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,57.0,88.0
2009-07-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.29,0.0,0.0,88.0,54.0,76.0
2009-07-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,76.0,55.0,72.0
2009-07-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.22,0.0,0.0,72.0,49.0,65.0
2009-07-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.05,0.0,0.0,65.0,49.0,84.0
2009-08-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,52.0,84.0
2009-08-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,84.0,54.0,96.0
2009-08-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,96.0,58.0,98.0
2009-08-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,58.0,97.0
2009-08-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,97.0,60.0,90.0
2009-08-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,63.0,94.0
2009-08-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.31,0.0,0.0,94.0,57.0,96.0
2009-08-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,96.0,59.0,88.0
2009-08-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,58.0,85.0
2009-08-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.42,0.0,0.0,85.0,53.0,87.0
2009-08-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,55.0,97.0
2009-08-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,97.0,57.0,98.0
2009-08-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,98.0,60.0,92.0
2009-08-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.0,0.0,92.0,63.0,83.0
2009-08-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,83.0,58.0,86.0
2009-08-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,86.0,51.0,82.0
2009-08-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,82.0,50.0,78.0
2009-08-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.15,0.0,0.0,78.0,50.0,83.0
2009-08-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.0,0.0,83.0,54.0,85.0
2009-08-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,52.0,85.0
2009-08-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,51.0,88.0
2009-08-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,54.0,100.0
2009-08-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,100.0,56.0,97.0
2009-08-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,97.0,64.0,88.0
2009-08-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.0,0.0,88.0,58.0,80.0
2009-08-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.0,0.0,80.0,55.0,87.0
2009-08-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,53.0,89.0
2009-08-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,52.0,87.0
2009-08-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,54.0,82.0
2009-08-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,82.0,55.0,73.0
2009-08-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,73.0,57.0,88.0
2009-09-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,54.0,94.0
2009-09-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,94.0,55.0,90.0
2009-09-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,55.0,90.0
2009-09-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,90.0,53.0,91.0
2009-09-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,54.0,88.0
2009-09-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,52.0,81.0
2009-09-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,81.0,56.0,88.0
2009-09-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,88.0,57.0,91.0
2009-09-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,53.0,89.0
2009-09-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,89.0,54.0,92.0
2009-09-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,92.0,53.0,78.0
2009-09-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,78.0,57.0,59.0
2009-09-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.18,0.0,0.0,59.0,39.0,75.0
2009-09-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,75.0,47.0,85.0
2009-09-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,51.0,85.0
2009-09-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,55.0,77.0
2009-09-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,77.0,50.0,81.0
2009-09-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,81.0,47.0,79.0
2009-09-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,79.0,49.0,87.0
2009-09-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,48.0,84.0
2009-09-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,84.0,42.0,52.0
2009-09-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.18,0.0,0.0,52.0,35.0,55.0
2009-09-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.06,0.0,0.0,55.0,39.0,50.0
2009-09-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.15,0.0,0.0,50.0,39.0,65.0
2009-09-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.25,0.0,0.0,65.0,40.0,67.0
2009-09-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,67.0,42.0,87.0
2009-09-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,87.0,51.0,80.0
2009-09-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,39.0,72.0
2009-09-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,72.0,39.0,91.0
2009-09-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,91.0,42.0,85.0
2009-10-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,38.0,58.0
2009-10-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,32.0,65.0
2009-10-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,30.0,63.0
2009-10-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,63.0,41.0,57.0
2009-10-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,57.0,41.0,59.0
2009-10-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.17,0.0,0.0,59.0,29.0,65.0
2009-10-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,29.0,73.0
2009-10-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,73.0,31.0,37.0
2009-10-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.05,0.0,0.0,37.0,28.0,52.0
2009-10-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.02,0.0,0.0,52.0,22.0,27.0
2009-10-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,27.0,15.0,37.0
2009-10-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,37.0,26.0,51.0
2009-10-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,51.0,26.0,57.0
2009-10-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,57.0,32.0,72.0
2009-10-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,72.0,34.0,70.0
2009-10-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,70.0,34.0,68.0
2009-10-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,68.0,37.0,73.0
2009-10-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,73.0,30.0,85.0
2009-10-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,85.0,46.0,80.0
2009-10-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,36.0,55.0
2009-10-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.35,0.0,0.0,55.0,30.0,38.0
2009-10-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.46,0.0,0.0,38.0,30.0,53.0
2009-10-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,53.0,31.0,59.0
2009-10-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,59.0,33.0,65.0
2009-10-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.0,0.0,65.0,38.0,46.0
2009-10-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.0,0.0,46.0,24.0,58.0
2009-10-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,24.0,61.0
2009-10-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.63,1.8,2.0,61.0,27.0,32.0
2009-10-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.5,7.3,9.0,32.0,26.0,27.0
2009-10-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.17,2.5,11.0,27.0,22.0,53.0
2009-10-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,6.0,53.0,22.0,67.0
2009-11-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,67.0,32.0,68.0
2009-11-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,68.0,35.0,49.0
2009-11-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,49.0,28.0,72.0
2009-11-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,72.0,29.0,62.0
2009-11-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,29.0,81.0
2009-11-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,81.0,35.0,80.0
2009-11-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,80.0,40.0,69.0
2009-11-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,69.0,34.0,60.0
2009-11-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,60.0,40.0,62.0
2009-11-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,40.0,65.0
2009-11-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,31.0,74.0
2009-11-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,74.0,32.0,74.0
2009-11-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,74.0,32.0,52.0
2009-11-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.0,0.0,52.0,29.0,37.0
2009-11-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.1,0.0,0.0,37.0,19.0,34.0
2009-11-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,5.0,34.0,19.0,46.0
2009-11-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,46.0,14.0,61.0
2009-11-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,61.0,21.0,63.0
2009-11-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,63.0,24.0,50.0
2009-11-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,20.0,62.0
2009-11-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,23.0,64.0
2009-11-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,64.0,26.0,52.0
2009-11-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,52.0,28.0,45.0
2009-11-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,45.0,19.0,50.0
2009-11-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,19.0,50.0
2009-11-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,24.0,71.0
2009-11-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,71.0,25.0,71.0
2009-11-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,71.0,29.0,48.0
2009-11-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,24.0,47.0
2009-11-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,47.0,26.0,65.0
2009-12-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,26.0,59.0
2009-12-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.06,1.8,2.0,59.0,16.0,22.0
2009-12-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.03,0.4,2.0,22.0,3.0,20.0
2009-12-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,20.0,3.0,40.0
2009-12-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,40.0,6.0,33.0
2009-12-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,33.0,16.0,23.0
2009-12-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.12,1.5,3.0,23.0,3.0,16.0
2009-12-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.4,3.0,16.0,3.0,11.0
2009-12-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.4,3.0,11.0,-10.0,25.0
2009-12-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,25.0,-9.0,39.0
2009-12-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,39.0,3.0,48.0
2009-12-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,48.0,5.0,54.0
2009-12-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,54.0,16.0,53.0
2009-12-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,53.0,25.0,62.0
2009-12-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,20.0,65.0
2009-12-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,21.0,58.0
2009-12-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,28.0,55.0
2009-12-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,55.0,21.0,44.0
2009-12-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,44.0,23.0,54.0
2009-12-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,54.0,15.0,61.0
2009-12-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,61.0,24.0,61.0
2009-12-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,61.0,31.0,41.0
2009-12-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.1,1.1,1.0,41.0,21.0,31.0
2009-12-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.29,5.6,7.0,31.0,4.0,25.0
2009-12-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.29,0.0,2.0,25.0,4.0,27.0
2009-12-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.29,0.0,2.0,27.0,0.0,32.0
2009-12-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,32.0,20.0,28.0
2009-12-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,28.0,6.0,46.0
2009-12-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,46.0,9.0,42.0
2009-12-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,42.0,18.0,40.0
2009-12-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,40.0,13.0,43.0
2010-01-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,43.0,12.0,47.0
2010-01-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,47.0,17.0,50.0
2010-01-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,50.0,21.0,40.0
2010-01-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,40.0,18.0,46.0
2010-01-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,46.0,18.0,55.0
2010-01-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,55.0,27.0,35.0
2010-01-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.16,1.7,3.0,35.0,-4.0,25.0
2010-01-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,25.0,-3.0,42.0
2010-01-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,42.0,-3.0,48.0
2010-01-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,48.0,10.0,55.0
2010-01-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,55.0,15.0,56.0
2010-01-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,56.0,15.0,65.0
2010-01-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,65.0,18.0,62.0
2010-01-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,62.0,24.0,58.0
2010-01-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,21.0,53.0
2010-01-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,53.0,21.0,63.0
2010-01-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,63.0,24.0,57.0
2010-01-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,57.0,30.0,56.0
2010-01-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,56.0,25.0,45.0
2010-01-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,45.0,22.0,40.0
2010-01-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,40.0,18.0,45.0
2010-01-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,45.0,21.0,58.0
2010-01-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,58.0,26.0,45.0
2010-01-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,45.0,24.0,41.0
2010-01-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,41.0,30.0,46.0
2010-01-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,46.0,15.0,44.0
2010-01-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,44.0,16.0,47.0
2010-01-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.01,0.2,0.0,47.0,20.0,32.0
2010-01-29,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,32.0,22.0,49.0
2010-01-30,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,49.0,22.0,55.0
2010-01-31,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,55.0,19.0,43.0
2010-02-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,43.0,24.0,50.0
2010-02-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,20.0,50.0
2010-02-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,21.0,50.0
2010-02-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,22.0,50.0
2010-02-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,22.0,49.0
2010-02-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,49.0,23.0,47.0
2010-02-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,47.0,25.0,32.0
2010-02-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,32.0,20.0,31.0
2010-02-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.05,0.8,3.0,31.0,4.0,37.0
2010-02-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,37.0,6.0,51.0
2010-02-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,51.0,9.0,46.0
2010-02-12,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,46.0,19.0,48.0
2010-02-13,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,22.0,51.0
2010-02-14,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,51.0,30.0,31.0
2010-02-15,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,3.0,31.0,13.0,38.0
2010-02-16,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,38.0,8.0,44.0
2010-02-17,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,44.0,12.0,47.0
2010-02-18,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,47.0,19.0,42.0
2010-02-19,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.13,1.2,1.0,42.0,20.0,32.0
2010-02-20,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.13,1.2,1.0,32.0,22.0,28.0
2010-02-21,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.13,1.2,1.0,28.0,22.0,26.0
2010-02-22,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.13,1.2,3.0,26.0,11.0,34.0
2010-02-23,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,2.0,34.0,10.0,47.0
2010-02-24,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,47.0,12.0,50.0
2010-02-25,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,1.0,50.0,23.0,47.0
2010-02-26,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.05,0.3,0.0,47.0,21.0,49.0
2010-02-27,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,49.0,21.0,49.0
2010-02-28,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,49.0,23.0,42.0
2010-03-01,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.04,0.3,0.0,42.0,28.0,49.0
2010-03-02,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,49.0,25.0,60.0
2010-03-03,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,60.0,27.0,59.0
2010-03-04,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,59.0,28.0,61.0
2010-03-05,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,61.0,30.0,54.0
2010-03-06,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,54.0,32.0,60.0
2010-03-07,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,60.0,25.0,48.0
2010-03-08,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,48.0,29.0,47.0
2010-03-09,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,47.0,32.0,57.0
2010-03-10,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,57.0,27.0,50.0
2010-03-11,USC00052223,"DENVER WATER DEPARTMENT, CO US",0.0,0.0,0.0,50.0,23.0,52.0
