"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-06-30","16.55",," 1756","0.00","0.0","0.0",,"88","61",,"  170","  160","25.1","35.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-01","8.50",," 0114","0.00","0.0","0.0",,"91","59",,"  170","  180","25.9","36.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-02","7.61",," 1308","0.03","0.0","0.0",,"89","59",,"  320","  330","25.1","42.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-03","8.05",," 1213","0.00","0.0","0.0",,"94","61",,"  210","  170","19.9","25.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-04","9.17",," 1944","1.85","0.0","0.0",,"82","52",,"  360","  360","30.0","36.0","    1",,"    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-05","7.38",," 2350","0.00","0.0","0.0",,"81","50",,"  160","  200","15.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-06","9.62",," 1716","0.14","0.0","0.0",,"86","55",,"  350","   20","30.0","48.1","    1",,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-07","5.82",," 1330","0.03","0.0","0.0",,"66","53",,"  340","  330","19.9","23.9","    1",,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-08","6.26",," 1614","0.00","0.0","0.0",,"69","54",,"  280","  310","16.1","21.9","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-09","5.59",," 1848","0.04","0.0","0.0",,"81","50",,"  220","  230","16.1","21.9",,,"    1",,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-10","7.16",," 1342","0.00","0.0","0.0",,"85","55",,"  290","  290","28.0","38.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-11","6.04",," 1501","0.08","0.0","0.0",,"86","52",,"  350","  340","19.9","40.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-12","6.49",," 1253","0.00","0.0","0.0",,"89","57",,"  330","  360","19.9","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-13","8.50",," 1622","0.00","0.0","0.0",,"93","62",,"  110","  130","18.1","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-14","6.71",," 1626","0.02","0.0","0.0",,"93","63",,"  120","   40","19.9","28.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-15","7.38",," 2201","0.00","0.0","0.0",,"90","60",,"  160","  170","21.0","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-16","6.26",," 0006","0.00","0.0","0.0",,"93","63",,"  190","  200","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-17","6.49",," 1723","0.00","0.0","0.0",,"97","63",,"  170","  170","25.1","30.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-18","6.93",," 1551","0.00","0.0","0.0",,"88","59",,"  210","  220","21.0","25.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-19","8.95",," 1604","0.00","0.0","0.0",,"91","61",,"  190","  170","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-20","9.17",," 2114","0.56","0.0","0.0",,"77","60",,"  150","  160","25.1","31.1","    1",,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-21","6.93",," 0619","0.01","0.0","0.0",,"85","62",,"  210","  220","21.9","25.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-22","6.71",," 1430","0.02","0.0","0.0",,"87","60",,"  190","  190","25.1","35.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-23","7.61",," 2259","0.00",,,,"91","59",,"  350","  350","25.9","32.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-24","8.95",," 0026","0.00","0.0","0.0",,"78","61",,"  360","  350","25.1","32.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-25","9.84",," 1837","0.00","0.0","0.0",,"86","58",,"  170","  160","21.0","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-26","6.26",," 2148","0.00","0.0","0.0",,"93","57",,"  170","  170","15.0","17.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-27","8.72",," 1609","0.00","0.0","0.0",,"94","61",,"  340","  350","23.9","31.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-28","5.14",," 1247","0.00","0.0","0.0",,"85","62",,"  250","  100","16.1","21.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-29","7.38",," 1400","0.00","0.0","0.0",,"90","62",,"  200","  190","21.9","25.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-30","6.93",," 1720","0.40","0.0","0.0",,"88","63",,"  360","  360","25.9","33.1","    1",,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-07-31","7.38",," 1959","0.00","0.0","0.0",,"85","60",,"  220","  250","16.1","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-01","6.71",," 1644","0.03","0.0","0.0",,"89","63",,"  340","  350","23.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-02","9.40",," 1606","0.05","0.0","0.0",,"87","62",,"  300","  310","21.9","28.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-03","5.37",," 2147","0.00","0.0","0.0",,"85","57",,"  280","  280","19.9","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-04","7.83",," 1518","0.62","0.0","0.0",,"86","60",,"  250","  250","30.0","42.9","    1",,"    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-05","5.82",," 1802","0.00","0.0","0.0",,"82","60",,"  240","  240","19.9","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-06","6.04",," 1529","0.00","0.0","0.0",,"88","59",,"  320","  330","28.0","36.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-07","6.71",," 1635","0.00","0.0","0.0",,"90","58",,"  340","  320","17.0","23.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-08","7.61",," 0022","0.91","0.0","0.0",,"85","60",,"  240","  240","23.0","29.1","    1",,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-09","6.71",," 1646","0.05","0.0","0.0",,"80","61",,"  290","  300","21.9","28.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-10","6.26",," 2111","0.00","0.0","0.0",,"86","57",,"  150","  140","17.0","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-11","5.14",," 1513","0.02","0.0","0.0",,"89","60",,"  120","   40","14.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-12","12.08",," 1348","0.00","0.0","0.0",,"86","60",,"  200","  200","36.9","45.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-13","9.84",," 2351","0.00","0.0","0.0",,"85","54",,"  110","  200","19.9","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-14","8.50",," 1333","0.00","0.0","0.0",,"77","57",,"  360","   10","17.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-15","7.83",," 1927","0.00","0.0","0.0",,"84","58",,"  160","  160","23.0","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-16","7.38",," 1735","0.03",,,,"78","56",,"  360","  360","38.9","46.1",,,"    1",,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-17","5.37",," 2212","0.00","0.0","0.0",,"87","50",,"  200","  210","18.1","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-18","5.82",," 2113","0.00","0.0","0.0",,"93","59",,"   10","   10","18.1","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-19","6.71",," 1641","0.08","0.0","0.0",,"83","59",,"  340","  340","25.1","32.0","    1",,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-20","5.82",," 1519","0.00","0.0","0.0",,"85","56",,"  240","   20","13.0","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-21","13.87",," 1628","0.00","0.0","0.0",,"90","60",,"  170","  140","29.1","36.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-22","9.84",," 2210","0.00","0.0","0.0",,"94","61",,"  220","  230","23.9","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-23","9.17",," 1406","0.00","0.0","0.0",,"84","60",,"   80","   80","21.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-24","11.86",," 1631","0.05","0.0","0.0",,"77","57",,"  170","  160","21.9","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-25","8.05",," 1253","0.00","0.0","0.0",,"88","53",,"  160","   60","18.1","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-26","8.50",," 2255","0.00","0.0","0.0",,"92","57",,"  160","  200","18.1","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-27","7.61",," 1349","0.00","0.0","0.0",,"92","61",,"   10","   10","21.0","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-28","7.61",," 1336","0.00","0.0","0.0",,"90","59",,"  140","  140","19.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-29","11.18",," 1306","0.00","0.0","0.0",,"89","60",,"  180","  220","25.1","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-30","10.96",," 1145","0.00","0.0","0.0",,"85","60",,"  220","  230","28.0","38.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-08-31","6.49",," 1254","0.00","0.0","0.0",,"81","51",,"  110","   20","16.1","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-01","3.80",," 1634","0.00","0.0","0.0",,"85","49",,"  350","   30","12.1","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-02","5.82",," 1032","0.00","0.0","0.0",,"68","49",,"   10","   10","15.0","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-03","5.82",," 0244","0.00","0.0","0.0",,"79","45",,"  150","  140","15.0","17.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-04","7.38",," 1350","0.00","0.0","0.0",,"92","53",,"  320","  320","19.9","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-05","12.75",," 1554","0.00","0.0","0.0",,"92","60",,"  270","  250","23.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-06","8.50",," 1308","0.00","0.0","0.0",,"75","49",,"   30","   40","21.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-07","15.66",," 2315","0.00","0.0","0.0",,"82","48",,"  170","  200","29.1","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-08","12.75",," 1458","0.00","0.0","0.0",,"82","60",,"  150","  170","23.9","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-09","12.30",," 1349","0.00","0.0","0.0",,"88","57",,"  240","  240","28.0","36.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-10","8.05",," 1304","0.00",,,,"76","50",,"   20","   20","23.9","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-11","8.05",," 1614","0.00","0.0","0.0",,"81","44",,"  200","  120","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-12","5.82",," 1546","0.00","0.0","0.0",,"82","49",,"  110","   90","15.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-13","5.14",," 1426","0.00","0.0","0.0",,"86","53",,"   10","   30","14.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-14","4.70",," 1738","0.00","0.0","0.0",,"86","53",,"  360","  360","15.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-15","7.16",," 1458","0.00","0.0","0.0",,"84","50",,"   90","   90","21.0","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-16","10.07",," 0405","0.00","0.0","0.0",,"86","53",,"  160","  160","21.9","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-17","6.04",," 1553","0.00","0.0","0.0",,"87","50",,"   80","   90","17.0","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-18","6.71",," 1525","0.01","0.0","0.0",,"75","50",,"  340","   10","16.1","21.0","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-19","6.71",," 1632","0.00","0.0","0.0",,"93","46",,"  160","  170","21.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-20","9.62",," 1858","0.00","0.0","0.0",,"89","54",,"  220","  220","36.0","46.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-21","7.16",," 1621","0.00","0.0","0.0",,"82","50",,"  280","  280","19.9","25.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-22","8.50",," 1211","0.04","0.0","0.0",,"82","51",,"  240","  240","25.1","31.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-23","9.17",," 1228","0.00","0.0","0.0",,"76","52",,"  330","  340","25.1","38.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-24","5.37",," 1610","0.00","0.0","0.0",,"81","48",,"   20","  360","15.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-25","5.14",," 1405","0.00","0.0","0.0",,"77","46",,"  170","   10","13.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-26","3.80",," 1436","0.00","0.0","0.0",,"87","47",,"  210","   10","10.1","14.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-27","7.83",," 0942","0.00","0.0","0.0",,"81","52",,"   40","   30","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-28","5.82",," 1242","0.00","0.0","0.0",,"88","49",,"  210","   30","13.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-29","9.17",," 1018","0.00","0.0","0.0",,"79","53",,"   20","  360","23.0","31.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-09-30","9.40",," 0245","0.00","0.0","0.0",,"77","50",,"  190","  200","19.9","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-01","6.49",," 1509","0.00","0.0","0.0",,"77","46",,"   90","  360","15.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-02","5.59",," 2113","0.00","0.0","0.0",,"70","44",,"  180","  170","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-03","5.82",," 1634","0.00","0.0","0.0",,"83","43",,"  150","  160","21.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-04","8.05",," 1400","0.01","0.0","0.0",,"81","48",,"  200","  170","29.1","38.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-05","5.37",," 1303","0.00","0.0","0.0",,"80","50",,"  230","   30","13.0","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-06","6.71",," 2335","0.00","0.0","0.0",,"67","51",,"  350","  290","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-07","11.18",," 1241","0.00","0.0","0.0",,"80","52",,"  160","  240","21.0","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-08","10.96",," 1607","0.00","0.0","0.0",,"72","40",,"  310","  280","32.0","46.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-09","10.07",," 1425","0.00","0.0","0.0",,"66","35",,"  320","  320","23.9","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-10","5.59",," 1628","0.12","0.0","0.0",,"53","44",,"  360","  350","16.1","21.9",,,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-11","5.14",," 1415","0.00","0.0","0.0",,"65","43",,"   20","   20","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-12","5.37",," 0520","0.30","0.0","0.0",,"55","42",,"  360","  350","23.0","29.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-13","4.03",," 1935","0.00","0.0","0.0",,"65","36",,"  160","  150","10.1","13.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-14","4.70",," 0343","0.00","0.0","0.0",,"75","39",,"  240","  240","12.1","14.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-15","4.03",," 1427","0.00","0.0","0.0",,"78","42",,"   30","   30","12.1","16.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-16","6.04",," 1557","0.00","0.0","0.0",,"67","39",,"  110","  100","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-17","5.14",," 1821","0.00","0.0","0.0",,"74","39",,"  350","  360","25.1","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-18","5.37",," 1552","0.00","0.0","0.0",,"59","37",,"   10","   20","17.0","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-19","3.80",," 1427","0.00","0.0","0.0",,"68","36",,"   80","   40","12.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-20","6.26",," 1554","0.00","0.0","0.0",,"71","39",,"   90","  100","12.1","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-21","8.95",," 1348","0.00","0.0","0.0",,"70","40",,"  160","  160","21.0","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-22","4.70",," 1234","0.00","0.0","0.0",,"56","40",,"  230","  240","21.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-23","6.71",," 1515","0.00","0.0","0.0",,"63","39",,"  320","  310","23.0","29.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-24","6.26",," 1246","0.00","0.0","0.0",,"64","37",,"  220","  270","17.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-25","15.21",," 2359","0.22","0.0","0.0",,"64","37",,"  310","  300","36.0","47.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-26","14.09",," 2359","0.00","0.0","0.0",,"46","28",,"  290","  300","35.1","47.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-27","9.40",," 0937","0.00","0.0","0.0",,"49","24",,"  340","  310","21.9","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-28","5.37",," 0950","0.00","0.0","0.0",,"64","23",,"  140","  230","12.1","14.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-29","5.37",," 1343","0.00","0.0","0.0",,"79","38",,"  250","  230","15.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-30","13.65",," 2052","0.00","0.0","0.0",,"71","38",,"  170","  170","36.9","47.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-10-31","5.82",," 0108","0.00","0.0","0.0",,"62","38",,"  280","  280","18.1","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-01","6.49",," 1302","0.00","0.0","0.0",,"57","36",,"  360","   10","16.1","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-02","4.92",," 1403","0.00","0.0","0.0",,"66","32",,"   20","   30","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-03","4.25",," 0903","0.00","0.0","0.0",,"57","38",,"  360","  350","13.0","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-04","3.36",," 2339","0.00","0.0","0.0",,"57","26",,"  170","  170","10.1","12.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-05","4.92",," 2102","0.00","0.0","0.0",,"72","33",,"  170","  190","12.1","13.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-06","5.59",," 1923","0.00","0.0","0.0",,"76","40",,"  150","  150","13.0","16.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-07","7.16",," 1231","0.00","0.0","0.0",,"70","37",,"  260","  260","32.0","40.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-08","10.29",," 1557","0.00","0.0","0.0",,"74","36",,"  200","  210","25.1","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-09","10.07",," 0250","0.20","1.5","0.0",,"58","26",,"  200","  210","25.1","33.1","    1","    1",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-10","6.49",," 1419","0.00","0.0","0.0",,"42","21",,"  160","  150","13.0","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-11","7.16",," 1349","0.01","0.1","0.0",,"33","29",,"  350","  350","16.1","19.9","    1","    1",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-12","4.47",," 1150","0.00","0.0","0.0",,"43","21",,"  140","  160","13.0","16.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-13","6.49",," 1734","0.00","0.0","0.0",,"42","22",,"   80","   30","15.0","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-14","6.93",," 1341","0.00","0.0","0.0",,"45","19",,"  360","  360","21.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-15","5.82",," 1449","0.00","0.0","0.0",,"41","28",,"   20","   10","19.9","23.0","    1","    1",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-16","12.08",," 1601","0.03","0.3","0.0",,"56","27",,"  340","  350","40.0","49.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-17","8.95",," 0037","0.01","0.1","0.0",,"39","25",,"   10","   10","19.9","25.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-18","12.75",," 0839","0.00","0.0","0.0",,"65","34",,"  200","  210","25.1","31.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-19","8.95",," 0308","0.00","0.0","0.0",,"65","27",,"  210","  210","25.1","33.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-20","2.68",," 0937","0.00","0.0","0.0",,"57","22",,"  360","  360","15.0","17.0","    1","    1",,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-21","9.84",," 0958","0.00","0.0","0.0",,"55","26",,"  350","  240","36.0","40.9","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-22","11.41",," 1334","0.00","0.0","0.0",,"42","18",,"  270","  280","25.1","33.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-23","15.21",," 2034","0.00","0.0","0.0",,"53","23",,"  220","  220","35.1","44.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-24","9.84",," 0317","0.00","0.0","0.0",,"41","7",,"  210","  210","21.0","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-25","6.71",," 0322","0.00","0.0","0.0",,"40","7",,"  230","  230","23.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-26","7.38",," 1515","0.00","0.0","0.0",,"52","16",,"  340","  320","23.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-27","8.72",," 2017","0.00","0.0","0.0",,"60","25",,"  200","  200","18.1","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2010-11-28","10.51",," 0822","0.01","0.1","0.0",,"52","27",,"  220","  230","25.1","32.0","    1",,,,,,,,,
