"STATION","NAME","DATE","DASF","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-18",,,"0.00","0.0","0.0",,"29","4","17",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-19",,,"0.05","0.7","1.0",,"30","5","9",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-20",,,"0.00","0.0","0.0",,"41","9","16",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-21",,,"0.00","0.0","0.0",,"44","9","9",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-22",,,"0.01","0.3","0.0",,"10","-2","0",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-23",,,"0.00","0.0","0.0",,"38","-1","12",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-24",,,"0.00","0.0","0.0",,"27","5","6",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-25",,,"0.00","0.0","0.0",,"38","5","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-26",,,"0.00","0.0","0.0",,"48","17","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-27",,,"0.00","0.0","0.0",,"53","28","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-28",,,"0.00","0.0","0.0",,"65","26","43",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-29",,,"0.00","0.0","0.0",,"53","20","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-30",,,"0.00","0.0","0.0",,"37","14","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-01-31",,,"0.07","1.2","1.0",,"38","6","6",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-01",,,"0.00","0.0","1.0",,"38","6","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-02",,,"0.06","0.6","1.0",,"48","12","13",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-03",,,"0.00","0.0","0.0",,"35","13","16",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-04",,,"0.00","0.0","0.0",,"41","12","22",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-05",,,"0.23","3.1","3.0",,"31","15","17",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-06",,,"0.10","0.1","3.0",,"26","8","14",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-07",,,"0.00","0.0","2.0",,"44","12","14",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-08",,,"0.00","0.0","2.0",,"47","14","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-09",,,"0.00","0.0","1.0",,"39","26","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-10",,,"0.00","0.0","0.0",,"53","29","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-11",,,"0.00","0.0","0.0",,"56","28","41",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-12",,,"0.00","0.0","0.0",,"52","28","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-13",,,"0.00","0.0","0.0",,"45","28","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-14",,,"0.07","0.7","1.0",,"67","19","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-15",,,"0.01","0.2","1.0",,"23","13","14",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-16",,,"0.00","0.0","0.0",,"40","13","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-17",,,"0.00","0.0","0.0",,"55","23","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-18",,,"0.02","0.2","0.0",,"30","22","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-19",,,"0.00","0.0","0.0",,"47","20","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-20",,,"0.00","0.0","0.0",,"64","24","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-21",,,"0.00","0.0","0.0",,"42","23","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-22",,,"0.00","0.0","0.0",,"46","23","23",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-23",,,"0.00","0.0","0.0",,"53","22","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-24",,,"0.00","0.0","0.0",,"51","25","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-25",,,"0.00","0.0","0.0",,"63","28","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-26",,,"0.02","0.2","0.0",,"53","26","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-27",,,"0.00","0.0","0.0",,"46","21","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-28",,,"0.00","0.0","0.0",,"60","21","40",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-02-29",,,"0.00","0.0","0.0",,"61","25","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-01",,,"0.00","0.0","0.0",,"63","29","42",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-02",,,"0.02","0.2","0.0",,"75","30","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-03",,,"0.12","1.8","2.0",,"30","16","16",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-04",,,"0.00","0.0","0.0",,"43","16","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-05",,,"0.03","0.4","0.0",,"52","21","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-06",,,"0.00","0.0","0.0",,"31","17","17",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-07",,,"0.00","0.0","0.0",,"38","17","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-08",,,"0.00","0.0","0.0",,"52","24","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-09",,,"0.00","0.0","0.0",,"51","29","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-10",,,"0.00","0.0","0.0",,"50","24","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-11",,,"0.00","0.0","0.0",,"54","24","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-12",,,"0.00","0.0","0.0",,"68","26","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-13",,,"0.00","0.0","0.0",,"59","34","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-14",,,"0.00","0.0","0.0",,"56","31","41",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-15",,,"0.00","0.0","0.0",,"51","21","24","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-16",,,"0.14","0.4","0.0",,"50","21","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-17",,,"0.10","1.0","1.0",,"46","28","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-18",,,"0.00","0.0","0.0",,"39","24","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-19",,,"0.00","0.0","0.0",,"51","24","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-20",,,"0.00","0.0","0.0",,"60","31","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-21",,,"0.00","0.0","0.0",,"69","30","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-22",,,"0.00","0.0","0.0",,"59","30","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-23",,,"0.06","0.6","1.0",,"44","27","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-24",,,"0.00","0.0","0.0",,"51","26","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-25",,,"0.00","0.0","0.0",,"66","35","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-26",,,"0.00","0.0","0.0",,"63","28","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-27",,,"0.00","0.0","0.0",,"72","27","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-28",,,"0.00","0.0","0.0",,"48","31","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-29",,,"0.00","0.0","0.0",,"50","27","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-30",,,"0.01","0.1","0.0",,"68","25","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-03-31",,,"0.07","0.9","1.0",,"52","26","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-01",,,"0.00","0.0","0.0",,"52","19","19",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-02",,,"0.00","0.0","0.0",,"45","18","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-03",,,"0.02","0.0","0.0",,"57","24","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-04",,,"0.00","0.0","0.0",,"50","28","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-05",,,"0.00","0.0","0.0",,"63","27","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-06",,,"0.00","0.0","0.0",,"64","27","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-07",,,"0.02","0.2","0.0",,"59","28","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-08",,,"0.00","0.0","0.0",,"47","26","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-09",,,"0.00","0.0","0.0",,"57","27","38",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-10",,,"0.16","1.6","2.0",,"55","31","31","    1","    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-11",,,"0.02","0.2","0.0",,"39","28","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-12",,,"0.00","0.0","0.0",,"46","24","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-13",,,"0.00","0.0","0.0",,"47","25","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-14",,,"0.00","0.0","0.0",,"56","26","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-15",,,"0.00","0.0","0.0",,"74","35","44",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-16",,,"0.00","0.0","0.0",,"79","34","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-17",,,"0.09","0.9","0.0",,"51","30","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-18",,,"0.00","0.0","0.0",,"49","29","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-19",,,"0.00","0.0","0.0",,"68","29","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-20",,,"0.00","0.0","0.0",,"77","39","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-21",,,"0.00","0.0","0.0",,"74","34","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-22",,,"0.00","0.0","0.0",,"62","33","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-23",,,"0.00","0.0","0.0",,"70","33","40",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-24",,,"0.00","0.0","0.0",,"79","39","44",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-25",,,"0.00","0.0","0.0",,"74","35","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-26",,,"0.00","0.0","0.0",,"57","32","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-27",,,"0.00","0.0","0.0",,"47","27","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-28",,,"0.00","0.0","0.0",,"61","26","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-29",,,"0.00","0.0","0.0",,"73","36","52",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-04-30",,,"0.00","0.0","0.0",,"79","45","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-01",,,"0.00","0.0","0.0",,"82","38","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-02",,,"0.07","0.7","0.0",,"39","32","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-03",,,"0.00","0.0","0.0",,"45","28","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-04",,,"0.00","0.0","0.0",,"61","28","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-05",,,"0.00","0.0","0.0",,"65","37","40",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-06",,,"0.00","0.0","0.0",,"75","40","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-07",,,"0.02","0.0","0.0",,"78","46","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-08",,,"0.31","0.0","0.0",,"67","46","47",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-09",,,"0.01","0.0","0.0",,"62","39","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-10",,,"0.30","0.0","0.0",,"73","39","42",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-11",,,"0.02","0.0","0.0",,"53","32","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-12",,,"0.00","0.0","0.0",,"76","33","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-13",,,"0.32","0.0","0.0",,"78","35","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-14",,,"0.21","0.3","0.0",,"51","32","40",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-15",,,"0.11","0.0","0.0",,"65","40","43",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-16",,,"0.01","0.0","0.0",,"58","41","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-17",,,"0.00","0.0","0.0",,"70","45","47",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-18",,,"0.00","0.0","0.0",,"75","47","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-19",,,"0.00","0.0","0.0",,"85","49","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-20",,,"0.00","0.0","0.0",,"86","51","53",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-21",,,"0.00","0.0","0.0",,"83","53","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-22",,,"0.00","0.0","0.0",,"88","51","52",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-23",,,"0.03","0.0","0.0",,"73","40","42",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-24",,,"0.00","0.0","0.0",,"71","41","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-25",,,"0.00","0.0","0.0",,"72","39","44",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-26",,,"0.01","0.0","0.0",,"79","44","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-27",,,"0.17","0.0","0.0",,"58","41","42",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-28",,,"0.00","0.0","0.0",,"55","41","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-29",,,"0.02","0.0","0.0",,"78","48","53","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-30",,,"0.00","0.0","0.0",,"84","48","51",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-05-31",,,"0.00","0.0","0.0",,"79","51","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-01",,,"0.00","0.0","0.0",,"82","50","52",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-02",,,"0.00","0.0","0.0",,"84","52","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-03",,,"0.15","0.0","0.0",,"87","56","59",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-04",,,"0.00","0.0","0.0",,"79","54","55",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-05",,,"0.35","0.0","0.0",,"67","51","51",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-06",,,"0.11","0.0","0.0",,"60","46","51",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-07",,,"0.00","0.0","0.0",,"80","47","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-08",,,"0.00","0.0","0.0",,"75","48","50",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-09",,,"0.06","0.0","0.0",,"73","42","43",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-10",,,"0.00","0.0","0.0",,"76","43","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-11",,,"0.00","0.0","0.0",,"92","45","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-12",,,"0.00","0.0","0.0",,"72","43","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-13",,,"0.00","0.0","0.0",,"72","43","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-14",,,"0.00","0.0","0.0",,"81","45","53",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-15",,,"0.00","0.0","0.0",,"89","53","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-16",,,"0.00","0.0","0.0",,"89","57","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-17",,,"0.00","0.0","0.0",,"78","54","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-18",,,"0.00","0.0","0.0",,"90","54","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-19",,,"0.00","0.0","0.0",,"87","59","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-20",,,"0.04","0.0","0.0",,"82","54","57",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-21",,,"0.00","0.0","0.0",,"83","57","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-22",,,"0.00","0.0","0.0",,"86","58","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-23",,,"0.00","0.0","0.0",,"92","59","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-24",,,"0.00","0.0","0.0",,"84","54","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-25",,,"0.00","0.0","0.0",,"91","56","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-26",,,"0.00","0.0","0.0",,"91","61","61",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-27",,,"0.00","0.0","0.0",,"91","61","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-28",,,"0.00","0.0","0.0",,"88","57","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-29",,,"0.00","0.0","0.0",,"77","49","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-06-30",,,"0.00","0.0","0.0",,"84","52","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-01",,,"0.00","0.0","0.0",,"91","57","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-02",,,"0.00","0.0","0.0",,"91","60","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-03",,,"0.00","0.0","0.0",,"90","57","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-04",,,"0.00","0.0","0.0",,"82","56","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-05",,,"0.00","0.0","0.0",,"95","60","68",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-06",,,"0.00","0.0","0.0",,"94","54","68",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-07",,,"0.04","0.0","0.0",,"85","58","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-08",,,"0.00","0.0","0.0",,"82","57","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-09",,,"0.11","0.0","0.0",,"87","53","55",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-10",,,"0.00","0.0","0.0",,"91","54","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-11",,,"0.00","0.0","0.0",,"96","60","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-12",,,"0.00","0.0","0.0",,"97","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-13",,,"0.00","0.0","0.0",,"82","53","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-14",,,"0.00","0.0","0.0",,"92","54","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-15",,,"0.00","0.0","0.0",,"94","60","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-16",,,"0.00","0.0","0.0",,"96","60","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-17",,,"0.00","0.0","0.0",,"96","63","70",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-18",,,"0.00","0.0","0.0",,"88","61","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-19",,,"0.00","0.0","0.0",,"91","61","65",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-20",,,"0.00","0.0","0.0",,"97","65","70",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-21",,,"0.00","0.0","0.0",,"98","63","65",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-22",,,"0.00","0.0","0.0",,"94","63","65",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-23",,,"0.00","0.0","0.0",,"96","65","68",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-24",,,"0.00","0.0","0.0",,"93","62","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-25",,,"0.00","0.0","0.0",,"95","53","61",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-26",,,"0.00","0.0","0.0",,"95","61","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-27",,,"0.00","0.0","0.0",,"92","61","64",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-28",,,"0.00","0.0","0.0",,"95","63","64",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-29",,,"0.00","0.0","0.0",,"93","59","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-30",,,"0.00","0.0","0.0",,"90","58","66",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-07-31",,,"0.00","0.0","0.0",,"97","64","65",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-01",,,"0.00","0.0","0.0",,"96","63","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-02",,,"0.00","0.0","0.0",,"102","63","70",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-03",,,"0.00","0.0","0.0",,"100","68","68",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-04",,,"0.00","0.0","0.0",,"98","62","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-05",,,"0.00","0.0","0.0",,"93","62","62",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-06",,,"0.00","0.0","0.0",,"88","58","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-07",,,"0.61","0.0","0.0",,"88","58","62",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-08",,,"0.00","0.0","0.0",,"76","62","62",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-09",,,"0.06","0.0","0.0",,"86","61","61","    1","    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-10",,,"0.00","0.0","0.0",,"86","61","62",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-11",,,"0.00","0.0","0.0",,"86","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-12",,,"0.00","0.0","0.0",,"87","54","55",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-13",,,"0.06","0.0","0.0",,"90","54","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-14",,,"0.00","0.0","0.0",,"89","56","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-15",,,"0.38","0.0","0.0",,"79","51","51",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-16",,,"0.45","0.0","0.0",,"53","49","51","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-17",,,"1.46","0.0","0.0",,"59","50","53",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-18",,,"0.00","0.0","0.0",,"67","51","51",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-19",,,"0.00","0.0","0.0",,"75","51","55",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-20",,,"0.00","0.0","0.0",,"83","54","55",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-21",,,"0.00","0.0","0.0",,"88","55","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-22",,,"0.00","0.0","0.0",,"91","60","64",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-23",,,"0.00","0.0","0.0",,"79","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-24",,,"0.00","0.0","0.0",,"80","56","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-25",,,"0.00","0.0","0.0",,"85","55","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-26",,,"0.00","0.0","0.0",,"89","57","62",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-27",,,"0.00","0.0","0.0",,"91","59","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-28",,,"0.00","0.0","0.0",,"87","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-29",,,"0.00","0.0","0.0",,"76","54","55",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-30",,,"0.00","0.0","0.0",,"83","54","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2008-08-31",,,"0.00","0.0","0.0",,"90","56","61",,,,,,
